1 20 26 0	from C:/Users/vmc04/Desktop/Lab reared wings for landmarking/13/TLC/TLCFC/coord_Jul24.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
262.000	533.000	1040.000	495.000	1052.000	510.000	818.000	496.000	1062.000	531.000	1059.000	561.000	1033.000	584.000	848.000	572.000	979.000	615.000	894.000	639.000	554.000	565.000	765.000	664.000	635.000	661.000			
461.000	517.000	1216.000	476.000	1232.000	494.000	995.000	472.000	1244.000	521.000	1239.000	546.000	1206.000	570.000	1024.000	549.000	1149.000	593.000	1077.000	618.000	746.000	543.000	947.000	641.000	827.000	646.000			
238.000	425.000	976.000	428.000	988.000	451.000	775.000	413.000	994.000	479.000	985.000	503.000	954.000	522.000	792.000	489.000	903.000	542.000	820.000	556.000	526.000	465.000	711.000	566.000	584.000	560.000			
280.000	677.000	1020.000	567.000	1045.000	591.000	814.000	587.000	1054.000	612.000	1056.000	639.000	1033.000	659.000	847.000	657.000	972.000	691.000	895.000	718.000	579.000	676.000	773.000	747.000	646.000	762.000			
400.000	267.000	1144.000	350.000	1153.000	370.000	913.000	310.000	1155.000	391.000	1146.000	415.000	1109.000	438.000	936.000	388.000	1051.000	452.000	985.000	463.000	680.000	342.000	868.000	465.000	739.000	449.000			
433.000	555.000	1168.000	548.000	1186.000	574.000	959.000	536.000	1193.000	598.000	1186.000	622.000	1151.000	643.000	985.000	616.000	1098.000	663.000	1033.000	683.000	708.000	595.000	902.000	691.000	779.000	685.000			
216.000	505.000	1010.000	471.000	1023.000	493.000	772.000	464.000	1033.000	519.000	1026.000	540.000	996.000	563.000	814.000	544.000	949.000	590.000	864.000	611.000	513.000	530.000	732.000	632.000	606.000	638.000			
326.000	350.000	1038.000	356.000	1055.000	380.000	846.000	340.000	1063.000	402.000	1059.000	425.000	1029.000	444.000	861.000	413.000	980.000	465.000	903.000	481.000	594.000	387.000	788.000	488.000	665.000	484.000			
302.000	453.000	1020.000	307.000	1041.000	325.000	783.000	342.000	1049.000	345.000	1048.000	367.000	1026.000	393.000	855.000	409.000	980.000	428.000	909.000	463.000	570.000	444.000	784.000	505.000	667.000	530.000			
350.000	437.000	1076.000	400.000	1095.000	422.000	849.000	397.000	1103.000	447.000	1097.000	470.000	1073.000	489.000	884.000	469.000	1021.000	515.000	936.000	540.000	618.000	461.000	816.000	551.000	690.000	550.000			
318.000	364.000	1056.000	407.000	1070.000	428.000	832.000	379.000	1075.000	457.000	1072.000	479.000	1042.000	499.000	866.000	459.000	985.000	518.000	903.000	531.000	590.000	417.000	778.000	530.000	652.000	519.000			
405.000	446.000	1198.000	372.000	1215.000	394.000	966.000	382.000	1224.000	418.000	1222.000	444.000	1195.000	470.000	1004.000	460.000	1141.000	500.000	1052.000	531.000	703.000	464.000	920.000	557.000	775.000	566.000			
180.000	611.000	923.000	633.000	939.000	657.000	697.000	614.000	945.000	683.000	942.000	706.000	920.000	725.000	736.000	694.000	869.000	747.000	781.000	766.000	468.000	664.000	654.000	776.000	515.000	772.000			
379.000	498.000	1137.000	420.000	1154.000	444.000	912.000	432.000	1166.000	469.000	1165.000	493.000	1133.000	519.000	946.000	508.000	1078.000	546.000	1002.000	573.000	671.000	514.000	878.000	604.000	737.000	610.000			
330.000	597.000	1051.000	568.000	1065.000	588.000	829.000	558.000	1070.000	611.000	1062.000	637.000	1037.000	659.000	861.000	637.000	986.000	683.000	910.000	704.000	593.000	623.000	785.000	719.000	659.000	716.000			
192.000	300.000	906.000	362.000	915.000	384.000	690.000	327.000	918.000	411.000	906.000	431.000	878.000	445.000	708.000	407.000	823.000	464.000	748.000	477.000	459.000	365.000	628.000	481.000	501.000	463.000			
418.000	661.000	1122.000	569.000	1137.000	586.000	912.000	581.000	1151.000	617.000	1148.000	638.000	1122.000	662.000	942.000	654.000	1072.000	690.000	1004.000	715.000	673.000	660.000	883.000	743.000	759.000	752.000			
225.000	599.000	1021.000	497.000	1040.000	523.000	773.000	509.000	1043.000	543.000	1040.000	568.000	1014.000	596.000	827.000	592.000	963.000	630.000	879.000	662.000	521.000	601.000	746.000	690.000	619.000	701.000			
446.000	405.000	1203.000	372.000	1220.000	393.000	993.000	364.000	1227.000	418.000	1218.000	445.000	1193.000	464.000	1014.000	442.000	1138.000	491.000	1057.000	512.000	726.000	430.000	932.000	530.000	808.000	532.000			
311.000	500.000	1091.000	500.000	1104.000	521.000	859.000	486.000	1107.000	541.000	1102.000	565.000	1072.000	590.000	894.000	566.000	1018.000	612.000	933.000	631.000	613.000	544.000	797.000	642.000	671.000	636.000			
