path	image	ID	COMMENT	VAR	SCALE	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 021.gif	1 : TPN 021 13	FA-13	NA	NA	191.000	521.000	989.000	499.000	1005.000	520.000	750.000	491.000	1010.000	546.000	1003.000	577.000	972.000	606.000	778.000	574.000	916.000	632.000	832.000	653.000	504.000	554.000	707.000	673.000	576.000	670.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 022-1.gif	2 : TPN 022 13	FA-13	NA	NA	435.000	594.000	1196.000	553.000	1205.000	572.000	970.000	549.000	1217.000	603.000	1209.000	625.000	1181.000	655.000	993.000	630.000	1124.000	682.000	1052.000	704.000	710.000	617.000	943.000	719.000	841.000	720.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 026.gif	3 : TPN 026 13	FA-13	NA	NA	285.000	361.000	1143.000	370.000	1157.000	395.000	888.000	351.000	1166.000	424.000	1158.000	455.000	1127.000	482.000	921.000	446.000	1061.000	511.000	968.000	531.000	591.000	417.000	834.000	550.000	700.000	549.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 027.gif	4 : TPN 027 13	FA-13	NA	NA	175.000	587.000	1039.000	606.000	1058.000	636.000	777.000	573.000	1065.000	667.000	1054.000	691.000	1022.000	715.000	813.000	674.000	939.000	738.000	851.000	754.000	491.000	630.000	725.000	774.000	587.000	763.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 028.gif	5 : TPN 028 13	FA-13	NA	NA	262.000	396.000	1097.000	390.000	1113.000	416.000	850.000	374.000	1119.000	446.000	1114.000	468.000	1080.000	493.000	891.000	464.000	1016.000	521.000	939.000	539.000	568.000	434.000	797.000	558.000	647.000	556.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 032.gif	6 : TPN 032 13	FA-13	NA	NA	315.000	554.000	1113.000	565.000	1127.000	588.000	858.000	551.000	1131.000	614.000	1122.000	643.000	1093.000	664.000	902.000	631.000	1042.000	688.000	953.000	711.000	600.000	606.000	831.000	727.000	705.000	724.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 034.gif	7 : TPN 034 13	FA-13	NA	NA	263.000	485.000	1110.000	495.000	1127.000	522.000	844.000	471.000	1132.000	552.000	1125.000	577.000	1085.000	601.000	876.000	566.000	1019.000	627.000	924.000	647.000	563.000	532.000	794.000	659.000	652.000	654.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 067.gif	8 : TPN 067 13	FA-13	NA	NA	283.000	473.000	1137.000	459.000	1155.000	484.000	868.000	442.000	1164.000	514.000	1159.000	540.000	1127.000	565.000	920.000	536.000	1060.000	592.000	973.000	612.000	583.000	508.000	832.000	629.000	687.000	627.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 069.gif	9 : TPN 069 13	FA-13	NA	NA	255.000	476.000	1152.000	421.000	1166.000	439.000	874.000	421.000	1185.000	471.000	1180.000	499.000	1146.000	529.000	939.000	510.000	1086.000	556.000	997.000	583.000	585.000	494.000	843.000	610.000	701.000	612.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 111.gif	10 : TPN 111 13	FA-13	NA	NA	336.000	411.000	1137.000	404.000	1155.000	433.000	888.000	385.000	1161.000	460.000	1152.000	485.000	1121.000	507.000	922.000	468.000	1070.000	528.000	980.000	548.000	614.000	442.000	851.000	560.000	712.000	557.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 121.gif	11 : TPN 121 13	FA-13	NA	NA	481.000	384.000	1296.000	350.000	1312.000	374.000	1040.000	346.000	1320.000	399.000	1311.000	427.000	1281.000	450.000	1092.000	427.000	1232.000	470.000	1147.000	492.000	771.000	409.000	1006.000	510.000	880.000	506.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 156.gif	12 : TPN 156 13	FA-13	NA	NA	216.000	561.000	1078.000	536.000	1095.000	559.000	811.000	527.000	1106.000	592.000	1097.000	619.000	1058.000	644.000	861.000	619.000	1012.000	670.000	912.000	700.000	527.000	597.000	762.000	718.000	617.000	717.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 167.gif	13 : TPN 167 13	FA-13	NA	NA	305.000	625.000	1133.000	600.000	1147.000	624.000	878.000	582.000	1154.000	648.000	1147.000	676.000	1122.000	699.000	908.000	669.000	1063.000	730.000	974.000	752.000	600.000	652.000	828.000	767.000	693.000	765.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 168.gif	14 : TPN 168 13	FA-13	NA	NA	248.000	457.000	1044.000	436.000	1061.000	463.000	788.000	421.000	1068.000	488.000	1065.000	515.000	1038.000	539.000	834.000	506.000	983.000	567.000	900.000	590.000	530.000	486.000	745.000	605.000	614.000	606.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 197.gif	15 : TPN 197 13	FA-13	NA	NA	231.000	508.000	1041.000	519.000	1060.000	545.000	807.000	505.000	1070.000	574.000	1068.000	604.000	1036.000	629.000	807.000	585.000	978.000	654.000	896.000	672.000	509.000	560.000	750.000	688.000	615.000	677.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/TPN/TPNFA	TPN 198.gif	16 : TPN 198 13	FA-13	NA	NA	354.000	381.000	1187.000	381.000	1199.000	404.000	924.000	371.000	1208.000	430.000	1203.000	458.000	1175.000	486.000	942.000	454.000	1114.000	511.000	1014.000	535.000	633.000	428.000	879.000	554.000	746.000	551.000			
