1 24 26 0	from C:/Users/vmc04/Dropbox/Homework/RMOFB 13.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
380.000	358.000	1160.000	520.000	1168.000	546.000	934.000	452.000	1166.000	570.000	1155.000	595.000	1121.000	609.000	943.000	540.000	1064.000	625.000	978.000	627.000	676.000	462.000	848.000	614.000	714.000	585.000			
356.000	350.000	1218.000	613.000	1228.000	642.000	964.000	511.000	1226.000	668.000	1213.000	690.000	1177.000	704.000	982.000	615.000	1112.000	715.000	1018.000	713.000	668.000	488.000	877.000	690.000	734.000	643.000			
340.000	695.000	1007.000	371.000	1036.000	389.000	771.000	471.000	1052.000	406.000	1055.000	429.000	1040.000	459.000	854.000	516.000	998.000	507.000	944.000	554.000	618.000	612.000	827.000	623.000	712.000	675.000			
192.000	517.000	959.000	672.000	968.000	691.000	724.000	606.000	974.000	724.000	963.000	748.000	928.000	764.000	740.000	694.000	867.000	781.000	778.000	783.000	477.000	618.000	655.000	770.000	522.000	737.000			
245.000	601.000	1029.000	386.000	1049.000	402.000	796.000	433.000	1063.000	422.000	1062.000	450.000	1044.000	475.000	856.000	501.000	990.000	519.000	916.000	555.000	557.000	560.000	795.000	610.000	657.000	643.000			
323.000	548.000	1121.000	426.000	1141.000	450.000	876.000	444.000	1153.000	473.000	1149.000	499.000	1122.000	524.000	936.000	525.000	1075.000	555.000	995.000	592.000	627.000	544.000	867.000	629.000	721.000	642.000			
373.000	479.000	1198.000	447.000	1207.000	465.000	947.000	435.000	1217.000	494.000	1211.000	518.000	1181.000	539.000	992.000	518.000	1129.000	563.000	1045.000	588.000	699.000	517.000	894.000	611.000	759.000	610.000			
335.000	578.000	1096.000	512.000	1112.000	531.000	851.000	521.000	1123.000	556.000	1123.000	586.000	1096.000	613.000	910.000	598.000	1044.000	644.000	968.000	672.000	619.000	596.000	840.000	699.000	699.000	703.000			
245.000	464.000	1030.000	399.000	1046.000	421.000	782.000	396.000	1049.000	440.000	1040.000	469.000	1014.000	495.000	832.000	478.000	969.000	523.000	885.000	550.000	540.000	478.000	755.000	574.000	612.000	582.000			
213.000	824.000	889.000	1044.000	901.000	1074.000	705.000	968.000	898.000	1104.000	886.000	1130.000	859.000	1138.000	705.000	1055.000	795.000	1140.000	720.000	1133.000	459.000	945.000	601.000	1108.000	485.000	1064.000			
340.000	435.000	1103.000	517.000	1114.000	538.000	877.000	475.000	1122.000	565.000	1113.000	592.000	1087.000	612.000	908.000	570.000	1024.000	634.000	938.000	648.000	615.000	510.000	807.000	650.000	667.000	632.000			
365.000	376.000	1150.000	262.000	1169.000	279.000	913.000	281.000	1182.000	302.000	1181.000	332.000	1148.000	362.000	953.000	363.000	1092.000	397.000	1012.000	431.000	665.000	381.000	883.000	466.000	739.000	481.000			
485.000	514.000	1255.000	536.000	1275.000	560.000	1013.000	507.000	1286.000	584.000	1272.000	608.000	1246.000	624.000	1054.000	593.000	1190.000	644.000	1103.000	666.000	770.000	561.000	979.000	680.000	837.000	672.000			
228.000	349.000	1041.000	409.000	1053.000	431.000	792.000	374.000	1058.000	458.000	1046.000	480.000	1018.000	498.000	831.000	463.000	961.000	518.000	874.000	533.000	529.000	418.000	743.000	540.000	592.000	528.000			
350.000	714.000	1121.000	603.000	1136.000	622.000	887.000	614.000	1144.000	642.000	1144.000	665.000	1122.000	692.000	931.000	691.000	1065.000	727.000	983.000	761.000	647.000	712.000	862.000	794.000	741.000	811.000			
308.000	362.000	1043.000	207.000	1069.000	227.000	821.000	242.000	1085.000	252.000	1082.000	276.000	1060.000	301.000	875.000	316.000	1005.000	336.000	944.000	371.000	607.000	349.000	816.000	415.000	680.000	436.000			
257.000	711.000	1036.000	604.000	1053.000	619.000	808.000	621.000	1065.000	639.000	1068.000	666.000	1046.000	695.000	861.000	696.000	992.000	729.000	921.000	758.000	559.000	714.000	787.000	794.000	644.000	807.000			
314.000	357.000	1034.000	410.000	1047.000	430.000	808.000	374.000	1053.000	455.000	1046.000	481.000	1016.000	498.000	843.000	458.000	956.000	518.000	887.000	531.000	578.000	417.000	767.000	538.000	645.000	529.000			
199.000	350.000	994.000	442.000	1011.000	470.000	743.000	397.000	1012.000	497.000	1000.000	517.000	977.000	537.000	779.000	485.000	886.000	555.000	809.000	564.000	482.000	427.000	689.000	567.000	552.000	551.000			
229.000	421.000	987.000	639.000	991.000	664.000	764.000	555.000	992.000	691.000	978.000	713.000	947.000	729.000	771.000	652.000	889.000	740.000	789.000	736.000	497.000	547.000	664.000	717.000	529.000	678.000			
431.000	693.000	1108.000	414.000	1132.000	431.000	895.000	483.000	1147.000	448.000	1149.000	472.000	1134.000	496.000	950.000	545.000	1094.000	544.000	1023.000	593.000	696.000	631.000	916.000	655.000	798.000	701.000			
367.000	642.000	1095.000	341.000	1123.000	361.000	880.000	412.000	1135.000	381.000	1132.000	414.000	1117.000	441.000	954.000	482.000	1084.000	485.000	1012.000	535.000	654.000	572.000	897.000	600.000	780.000	648.000			
171.000	548.000	885.000	295.000	912.000	311.000	672.000	361.000	925.000	333.000	928.000	357.000	912.000	385.000	732.000	421.000	872.000	429.000	802.000	476.000	458.000	496.000	689.000	539.000	573.000	576.000			
388.000	735.000	1156.000	725.000	1171.000	743.000	927.000	713.000	1177.000	772.000	1169.000	798.000	1141.000	821.000	967.000	795.000	1098.000	841.000	1017.000	867.000	665.000	772.000	882.000	885.000	745.000	882.000			
