path	image	ID	COMMENT	VAR	SCALE	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 037.gif	1 : SJU 037 18	MB-18	NA	NA	728.000	421.000	936.000	432.000	1210.000	523.000	1224.000	549.000	1225.000	569.000	1217.000	588.000	1182.000	606.000	1125.000	620.000	1044.000	627.000	908.000	627.000	715.000	504.000	833.000	513.000	835.000	497.000	878.000	509.000	876.000	487.000	879.000	469.000	978.000	478.000	1006.000	559.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 081-1.gif	2 : SJU 081 18	MB-18	NA	NA	507.000	728.000	739.000	736.000	997.000	823.000	1011.000	843.000	1015.000	865.000	1004.000	891.000	973.000	912.000	915.000	927.000	832.000	936.000	705.000	934.000	507.000	800.000	626.000	818.000	629.000	800.000	679.000	814.000	681.000	797.000	683.000	776.000	802.000	788.000	813.000	864.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 086.gif	3 : SJU 086 18	MB-18	NA	NA	596.000	527.000	809.000	454.000	1124.000	458.000	1141.000	477.000	1152.000	503.000	1148.000	528.000	1122.000	556.000	1068.000	596.000	996.000	630.000	867.000	676.000	620.000	606.000	738.000	577.000	734.000	560.000	792.000	557.000	785.000	536.000	779.000	517.000	884.000	486.000	924.000	570.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 119.gif	4 : SJU 119 18	MB-18	NA	NA	818.000	347.000	1008.000	400.000	1258.000	549.000	1271.000	580.000	1269.000	599.000	1254.000	617.000	1222.000	626.000	1157.000	630.000	1071.000	621.000	950.000	590.000	785.000	424.000	895.000	461.000	904.000	444.000	953.000	475.000	961.000	455.000	971.000	436.000	1067.000	469.000	1065.000	545.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 127.gif	5 : SJU 127 18	MB-18	NA	NA	634.000	361.000	836.000	317.000	1114.000	332.000	1130.000	348.000	1140.000	368.000	1136.000	396.000	1107.000	423.000	1055.000	452.000	975.000	484.000	869.000	514.000	635.000	443.000	761.000	427.000	758.000	406.000	812.000	407.000	808.000	388.000	803.000	363.000	906.000	347.000	939.000	422.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 129.gif	6 : SJU 129 18	MB-18	NA	NA	696.000	429.000	891.000	438.000	1145.000	526.000	1159.000	547.000	1163.000	568.000	1156.000	590.000	1120.000	607.000	1060.000	625.000	983.000	633.000	864.000	630.000	683.000	508.000	787.000	520.000	790.000	503.000	839.000	519.000	844.000	497.000	847.000	476.000	949.000	486.000	953.000	565.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 130.gif	7 : SJU 130 18	MB-18	NA	NA	647.000	454.000	850.000	411.000	1141.000	414.000	1160.000	430.000	1168.000	450.000	1167.000	474.000	1138.000	503.000	1079.000	539.000	1008.000	571.000	882.000	603.000	656.000	534.000	767.000	518.000	766.000	497.000	818.000	499.000	815.000	477.000	812.000	456.000	943.000	438.000	959.000	514.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 170.gif	8 : SJU 170 18	MB-18	NA	NA	726.000	386.000	945.000	317.000	1243.000	307.000	1260.000	324.000	1273.000	344.000	1270.000	366.000	1243.000	395.000	1194.000	428.000	1115.000	468.000	1001.000	517.000	758.000	462.000	873.000	435.000	870.000	418.000	925.000	417.000	921.000	393.000	919.000	371.000	1013.000	348.000	1062.000	414.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 218.gif	9 : SJU 218 18	MB-18	NA	NA	514.000	500.000	714.000	413.000	997.000	369.000	1019.000	384.000	1031.000	401.000	1034.000	429.000	1007.000	461.000	962.000	497.000	889.000	538.000	779.000	594.000	537.000	574.000	660.000	535.000	654.000	514.000	701.000	507.000	693.000	485.000	688.000	464.000	790.000	426.000	840.000	490.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 254.gif	10 : SJU 254 18	MB-18	NA	NA	671.000	522.000	891.000	455.000	1177.000	450.000	1191.000	466.000	1204.000	484.000	1203.000	511.000	1173.000	542.000	1122.000	585.000	1055.000	619.000	932.000	665.000	691.000	605.000	806.000	582.000	801.000	559.000	860.000	554.000	854.000	534.000	851.000	513.000	953.000	488.000	1002.000	561.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 257.gif	11 : SJU 257 18	MB-18	NA	NA	628.000	503.000	829.000	427.000	1124.000	391.000	1152.000	408.000	1166.000	428.000	1172.000	455.000	1144.000	491.000	1095.000	531.000	1023.000	575.000	890.000	627.000	643.000	585.000	753.000	559.000	744.000	536.000	823.000	528.000	815.000	506.000	810.000	482.000	917.000	452.000	956.000	521.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 296.gif	12 : SJU 296 18	MB-18	NA	NA	643.000	526.000	865.000	424.000	1167.000	377.000	1185.000	387.000	1201.000	402.000	1204.000	434.000	1179.000	464.000	1132.000	507.000	1063.000	551.000	930.000	618.000	674.000	603.000	802.000	560.000	792.000	535.000	850.000	527.000	840.000	505.000	831.000	483.000	941.000	441.000	1000.000	504.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 300.gif	13 : SJU 300 18	MB-18	NA	NA	600.000	393.000	805.000	451.000	1039.000	594.000	1046.000	621.000	1044.000	641.000	1033.000	663.000	990.000	674.000	926.000	671.000	836.000	654.000	727.000	625.000	571.000	464.000	680.000	506.000	687.000	492.000	731.000	514.000	735.000	492.000	742.000	474.000	846.000	504.000	834.000	586.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 303.gif	14 : SJU 303 18	MB-18	NA	NA	551.000	485.000	746.000	337.000	1042.000	218.000	1066.000	223.000	1087.000	236.000	1098.000	260.000	1080.000	300.000	1037.000	357.000	977.000	423.000	870.000	514.000	597.000	555.000	709.000	483.000	701.000	466.000	749.000	447.000	739.000	425.000	729.000	405.000	820.000	341.000	893.000	395.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 341.gif	15 : SJU 341 18	MB-18	NA	NA	554.000	521.000	773.000	493.000	1080.000	544.000	1095.000	568.000	1097.000	582.000	1092.000	607.000	1063.000	630.000	993.000	657.000	909.000	678.000	783.000	697.000	545.000	600.000	675.000	598.000	675.000	576.000	725.000	586.000	725.000	563.000	724.000	541.000	838.000	536.000	874.000	612.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 381.gif	16 : SJU 381 18	MB-18	NA	NA	587.000	443.000	756.000	317.000	1051.000	210.000	1061.000	215.000	1081.000	232.000	1087.000	252.000	1068.000	286.000	1022.000	342.000	958.000	396.000	857.000	473.000	625.000	506.000	733.000	441.000	723.000	426.000	766.000	411.000	754.000	392.000	743.000	373.000	832.000	318.000	893.000	363.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/SJU/SJUMB	SJU 389.gif	17 : SJU 389 18	MB-18	NA	NA	598.000	408.000	800.000	452.000	1067.000	597.000	1074.000	622.000	1074.000	646.000	1061.000	672.000	1024.000	683.000	953.000	685.000	875.000	676.000	744.000	647.000	558.000	481.000	682.000	516.000	687.000	497.000	727.000	520.000	734.000	499.000	741.000	479.000	838.000	507.000	854.000	597.000			
