path	image	ID	COMMENT	VAR	SCALE	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 021.gif	1 : TPN 021 18	FA-18	NA	NA	507.000	473.000	704.000	447.000	990.000	499.000	1007.000	522.000	1010.000	546.000	1004.000	579.000	972.000	606.000	915.000	632.000	830.000	657.000	707.000	674.000	511.000	555.000	605.000	562.000	607.000	533.000	662.000	548.000	664.000	520.000	663.000	496.000	755.000	493.000	782.000	580.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 022-1.gif	2 : TPN 022 18	FA-18	NA	NA	717.000	534.000	928.000	505.000	1193.000	550.000	1208.000	576.000	1216.000	606.000	1210.000	629.000	1183.000	653.000	1125.000	682.000	1057.000	703.000	957.000	718.000	707.000	619.000	818.000	612.000	818.000	595.000	885.000	603.000	883.000	575.000	882.000	553.000	976.000	549.000	1005.000	632.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 026.gif	3 : TPN 026 18	FA-18	NA	NA	594.000	318.000	839.000	294.000	1141.000	369.000	1158.000	396.000	1166.000	430.000	1159.000	456.000	1124.000	482.000	1060.000	511.000	965.000	533.000	834.000	549.000	596.000	418.000	706.000	413.000	707.000	391.000	783.000	409.000	782.000	380.000	784.000	350.000	900.000	350.000	925.000	449.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 027.gif	4 : TPN 027 18	FA-18	NA	NA	495.000	527.000	750.000	518.000	1040.000	604.000	1058.000	636.000	1063.000	667.000	1054.000	692.000	1018.000	716.000	931.000	740.000	847.000	754.000	724.000	774.000	489.000	630.000	605.000	635.000	607.000	613.000	670.000	628.000	673.000	595.000	671.000	573.000	787.000	574.000	824.000	678.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 028.gif	5 : TPN 028 18	FA-18	NA	NA	565.000	340.000	787.000	321.000	1096.000	393.000	1114.000	418.000	1121.000	447.000	1113.000	470.000	1084.000	492.000	1014.000	520.000	930.000	540.000	794.000	557.000	565.000	435.000	679.000	436.000	677.000	416.000	744.000	425.000	743.000	398.000	743.000	374.000	863.000	373.000	888.000	466.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 032.gif	6 : TPN 032 18	FA-18	NA	NA	607.000	516.000	838.000	503.000	1110.000	563.000	1128.000	590.000	1133.000	617.000	1125.000	640.000	1096.000	665.000	1040.000	691.000	956.000	709.000	830.000	724.000	602.000	607.000	721.000	607.000	723.000	586.000	786.000	602.000	786.000	575.000	789.000	552.000	881.000	551.000	911.000	636.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 034.gif	7 : TPN 034 18	FA-18	NA	NA	563.000	433.000	813.000	420.000	1111.000	497.000	1126.000	523.000	1134.000	554.000	1124.000	578.000	1085.000	602.000	1018.000	629.000	920.000	647.000	794.000	661.000	567.000	529.000	680.000	533.000	681.000	513.000	753.000	527.000	752.000	500.000	752.000	475.000	860.000	473.000	884.000	568.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 067.gif	8 : TPN 067 18	FA-18	NA	NA	585.000	421.000	828.000	392.000	1142.000	464.000	1156.000	488.000	1163.000	516.000	1158.000	543.000	1126.000	566.000	1062.000	592.000	977.000	611.000	832.000	629.000	585.000	506.000	717.000	507.000	717.000	486.000	787.000	497.000	782.000	473.000	781.000	445.000	879.000	444.000	931.000	538.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 069.gif	9 : TPN 069 18	FA-18	NA	NA	581.000	412.000	835.000	375.000	1157.000	425.000	1171.000	445.000	1183.000	469.000	1181.000	500.000	1146.000	530.000	1087.000	560.000	995.000	585.000	843.000	611.000	588.000	499.000	714.000	496.000	713.000	471.000	779.000	478.000	778.000	454.000	778.000	427.000	897.000	421.000	944.000	514.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 111.gif	10 : TPN 111 18	FA-18	NA	NA	626.000	360.000	847.000	340.000	1143.000	404.000	1156.000	433.000	1161.000	459.000	1155.000	485.000	1125.000	506.000	1069.000	526.000	981.000	548.000	852.000	561.000	625.000	445.000	743.000	447.000	744.000	427.000	807.000	439.000	809.000	414.000	808.000	388.000	898.000	383.000	935.000	473.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 121.gif	11 : TPN 121 18	FA-18	NA	NA	771.000	329.000	994.000	302.000	1300.000	352.000	1315.000	376.000	1319.000	403.000	1311.000	426.000	1280.000	450.000	1227.000	470.000	1148.000	492.000	992.000	510.000	772.000	407.000	891.000	411.000	890.000	387.000	963.000	399.000	964.000	373.000	959.000	350.000	1056.000	347.000	1102.000	430.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 156.gif	12 : TPN 156 18	FA-18	NA	NA	529.000	506.000	759.000	479.000	1079.000	539.000	1098.000	566.000	1106.000	590.000	1096.000	620.000	1065.000	643.000	1008.000	671.000	914.000	698.000	761.000	718.000	530.000	598.000	661.000	597.000	660.000	575.000	731.000	588.000	729.000	560.000	729.000	534.000	825.000	529.000	871.000	621.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 167.gif	13 : TPN 167 18	FA-18	NA	NA	591.000	566.000	820.000	538.000	1130.000	598.000	1144.000	620.000	1151.000	647.000	1147.000	676.000	1118.000	701.000	1062.000	727.000	968.000	751.000	825.000	766.000	604.000	653.000	715.000	652.000	715.000	630.000	780.000	643.000	779.000	616.000	778.000	590.000	888.000	584.000	921.000	673.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 168.gif	14 : TPN 168 18	FA-18	NA	NA	530.000	391.000	730.000	375.000	1044.000	436.000	1061.000	461.000	1070.000	490.000	1063.000	515.000	1034.000	539.000	974.000	567.000	895.000	591.000	745.000	607.000	531.000	485.000	636.000	481.000	635.000	462.000	698.000	472.000	696.000	447.000	695.000	427.000	794.000	421.000	843.000	511.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 197.gif	15 : TPN 197 18	FA-18	NA	NA	523.000	474.000	769.000	456.000	1044.000	521.000	1062.000	544.000	1070.000	578.000	1066.000	605.000	1035.000	630.000	983.000	655.000	885.000	673.000	748.000	689.000	513.000	562.000	630.000	566.000	629.000	545.000	691.000	553.000	689.000	534.000	689.000	504.000	817.000	505.000	821.000	595.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 198.gif	16 : TPN 198 18	FA-18	NA	NA	637.000	346.000	885.000	326.000	1189.000	384.000	1202.000	406.000	1206.000	431.000	1202.000	461.000	1178.000	481.000	1116.000	511.000	1018.000	540.000	884.000	554.000	632.000	430.000	753.000	436.000	752.000	416.000	816.000	426.000	811.000	401.000	810.000	374.000	935.000	373.000	956.000	461.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 199.gif	17 : TPN 199 18	FA-18	NA	NA	615.000	464.000	861.000	445.000	1180.000	512.000	1198.000	538.000	1201.000	564.000	1193.000	597.000	1169.000	623.000	1105.000	646.000	996.000	667.000	854.000	682.000	621.000	557.000	729.000	556.000	728.000	534.000	795.000	550.000	792.000	526.000	794.000	495.000	918.000	494.000	931.000	583.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 202.gif	18 : TPN 202 18	FA-18	NA	NA	697.000	488.000	935.000	461.000	1229.000	524.000	1246.000	549.000	1252.000	571.000	1248.000	598.000	1231.000	620.000	1172.000	650.000	1081.000	675.000	939.000	692.000	697.000	577.000	810.000	576.000	809.000	552.000	869.000	565.000	866.000	542.000	860.000	513.000	1004.000	510.000	1007.000	598.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 203.gif	19 : TPN 203 18	FA-18	NA	NA	735.000	536.000	967.000	502.000	1272.000	551.000	1289.000	577.000	1291.000	599.000	1288.000	627.000	1263.000	650.000	1199.000	682.000	1117.000	708.000	978.000	731.000	750.000	620.000	864.000	614.000	860.000	593.000	911.000	604.000	911.000	583.000	908.000	553.000	1024.000	545.000	1045.000	630.000			
C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/TPN/TPNFA	TPN 205.gif	20 : TPN 205 18	FA-18	NA	NA	649.000	625.000	885.000	609.000	1169.000	667.000	1188.000	687.000	1196.000	717.000	1192.000	744.000	1162.000	771.000	1101.000	796.000	1014.000	818.000	889.000	832.000	652.000	719.000	761.000	716.000	761.000	697.000	829.000	710.000	829.000	684.000	830.000	658.000	950.000	653.000	958.000	742.000			
